Latitude (decimal degrees):	41.893
Longitude (decimal degrees):	12.483
Elevation (m):	42
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230213:0210,0.0,0.0,0.0,3.08,2.34,0.0
20230213:0310,0.0,0.0,0.0,2.69,2.34,0.0
20230213:0410,0.0,0.0,0.0,2.33,2.28,0.0
20230213:0510,0.0,0.0,0.0,2.08,2.34,0.0
20230213:0610,0.0,0.0,0.0,1.95,2.48,0.0
20230213:0710,210.04,260.0,9.68,2.56,2.34,0.0
20230213:0810,440.78,517.94,18.97,5.68,2.07,0.0
20230213:0910,593.2,715.46,26.69,9.19,1.72,0.0
20230213:1010,696.24,866.58,32.16,11.21,1.38,0.0
20230213:1110,714.14,906.83,34.65,12.21,0.9,0.0
20230213:1210,700.69,884.29,33.75,12.73,1.17,0.0
20230213:1310,544.21,668.03,29.61,12.94,1.52,0.0
20230213:1410,446.5,542.06,22.86,12.92,1.86,0.0
20230213:1510,304.08,375.74,14.24,12.63,1.93,0.0
20230213:1610,8.25,20.82,4.37,11.84,1.79,0.0
20230213:1710,0.0,0.0,0.0,10.58,1.79,0.0
20230213:1810,0.0,0.0,0.0,8.99,1.52,0.0
20230213:1910,0.0,0.0,0.0,8.63,1.66,0.0
20230213:2010,0.0,0.0,0.0,9.07,1.45,0.0
20230213:2110,0.0,0.0,0.0,8.9,1.38,0.0
20230213:2210,0.0,0.0,0.0,7.88,1.45,0.0
20230213:2310,0.0,0.0,0.0,6.42,1.59,0.0
20230214:0010,0.0,0.0,0.0,5.32,1.72,0.0
20230214:0110,0.0,0.0,0.0,4.42,1.79,0.0
20230214:0210,0.0,0.0,0.0,3.6,1.93,0.0
20230214:0310,0.0,0.0,0.0,3.08,2.07,0.0
20230214:0410,0.0,0.0,0.0,2.9,2.21,0.0
20230214:0510,0.0,0.0,0.0,2.72,2.14,0.0
20230214:0610,0.0,0.0,0.0,2.65,2.0,0.0
20230214:0710,214.51,266.16,9.93,3.24,1.93,0.0
20230214:0810,441.91,521.81,19.24,6.23,1.79,0.0
20230214:0910,605.79,728.17,26.99,9.14,2.07,0.0
20230214:1010,709.73,868.38,32.48,10.65,2.34,0.0
20230214:1110,754.49,930.65,34.98,11.93,2.76,0.0
20230214:1210,748.24,920.8,34.08,12.79,3.17,0.0
20230214:1310,681.97,831.18,29.92,13.31,3.45,0.0
20230214:1410,526.49,634.98,23.15,13.55,3.45,0.0
20230214:1510,324.64,399.1,14.5,13.4,3.31,0.0
20230214:1610,9.42,22.63,4.61,12.5,2.97,0.0
20230214:1710,0.0,0.0,0.0,11.28,2.76,0.0
20230214:1810,0.0,0.0,0.0,10.16,2.41,0.0
20230214:1910,0.0,0.0,0.0,9.45,1.86,0.0
20230214:2010,0.0,0.0,0.0,10.6,1.1,0.0
20230214:2110,0.0,0.0,0.0,10.11,0.69,0.0
20230214:2210,0.0,0.0,0.0,9.33,0.9,0.0
20230214:2310,0.0,0.0,0.0,7.48,1.24,0.0
20230215:0010,0.0,0.0,0.0,5.43,1.45,0.0
20230215:0110,0.0,0.0,0.0,4.44,1.52,0.0
20230215:0210,0.0,0.0,0.0,3.8,1.52,0.0
20230215:0310,0.0,0.0,0.0,3.03,1.66,0.0
20230215:0410,0.0,0.0,0.0,2.29,1.79,0.0
20230215:0510,0.0,0.0,0.0,1.93,1.79,0.0
20230215:0610,0.0,0.0,0.0,1.87,1.66,0.0
20230215:0710,222.35,275.47,10.19,2.94,1.38,0.0
20230215:0810,445.35,531.85,19.52,6.46,0.83,0.0
20230215:0910,591.63,734.41,27.3,10.51,0.41,0.0
20230215:1010,685.87,881.33,32.81,12.31,0.21,0.0
20230215:1110,721.53,936.41,35.33,13.5,0.41,0.0
20230215:1210,690.99,885.48,34.41,14.34,0.83,0.0
20230215:1310,638.39,803.14,30.24,14.77,1.31,0.0
20230215:1410,503.85,621.14,23.44,14.69,1.59,0.0
20230215:1510,320.7,398.68,14.76,14.15,1.86,0.0
20230215:1610,11.22,25.34,4.84,13.02,1.79,0.0
20230215:1710,0.0,0.0,0.0,11.66,1.45,0.0
20230215:1810,0.0,0.0,0.0,11.08,0.62,0.0
20230215:1910,0.0,0.0,0.0,10.81,0.41,0.0
20230215:2010,0.0,0.0,0.0,9.03,1.31,0.0
20230215:2110,0.0,0.0,0.0,8.14,1.45,0.0
20230215:2210,0.0,0.0,0.0,7.73,1.45,0.0
20230215:2310,0.0,0.0,0.0,7.32,1.38,0.0
20230216:0010,0.0,0.0,0.0,7.02,1.31,0.0
20230216:0110,0.0,0.0,0.0,6.78,1.24,0.0
20230216:0210,0.0,0.0,0.0,6.32,1.24,0.0
20230216:0310,0.0,0.0,0.0,5.37,1.45,0.0
20230216:0410,0.0,0.0,0.0,4.33,1.59,0.0
20230216:0510,0.0,0.0,0.0,3.38,1.72,0.0
20230216:0610,0.0,0.0,0.0,2.83,1.79,0.0
20230216:0710,53.71,78.14,10.44,5.29,1.03,0.0
20230216:0810,137.62,174.67,19.8,7.49,0.34,0.0
20230216:0910,178.68,224.21,27.61,10.1,0.28,0.0
20230216:1010,155.32,198.36,33.15,11.22,0.62,0.0
20230216:1110,218.86,273.01,35.67,12.08,0.76,0.0
20230216:1210,132.79,173.11,34.75,12.64,1.03,0.0
20230216:1310,174.91,221.85,30.56,12.93,1.31,0.0
20230216:1410,102.18,137.18,23.72,12.97,1.79,0.0
20230216:1510,72.01,101.61,15.02,12.58,2.14,0.0
20230216:1610,13.19,28.06,5.08,11.79,2.07,0.0
20230216:1710,0.0,0.0,0.0,10.75,1.86,0.0
20230216:1810,0.0,0.0,0.0,9.89,1.45,0.0
20230216:1910,0.0,0.0,0.0,8.61,1.72,0.0
20230216:2010,0.0,0.0,0.0,7.57,1.72,0.0
20230216:2110,0.0,0.0,0.0,7.0,1.72,0.0
20230216:2210,0.0,0.0,0.0,6.95,1.66,0.0
20230216:2310,0.0,0.0,0.0,6.85,1.52,0.0
20230217:0010,0.0,0.0,0.0,6.78,1.45,0.0
20230217:0110,0.0,0.0,0.0,6.59,1.38,0.0
20230217:0210,0.0,0.0,0.0,5.98,1.45,0.0
20230217:0310,0.0,0.0,0.0,5.52,1.59,0.0
20230217:0410,0.0,0.0,0.0,5.16,1.79,0.0
20230217:0510,0.0,0.0,0.0,5.07,1.93,0.0
20230217:0610,0.0,0.0,0.0,5.08,1.93,0.0
20230217:0710,104.09,138.64,10.71,7.08,1.17,0.0
20230217:0810,233.41,283.6,20.09,8.38,1.1,0.0
20230217:0910,351.34,421.64,27.92,10.38,1.86,0.0
20230217:1010,605.15,735.85,33.48,10.99,2.07,0.0
20230217:1110,484.18,586.96,36.02,11.81,1.93,0.0
20230217:1210,605.23,739.11,35.09,12.5,2.41,0.0
20230217:1310,448.41,540.01,30.87,12.94,2.97,0.0
20230217:1410,214.89,265.72,24.01,13.04,3.1,0.0
20230217:1510,213.53,266.22,15.28,12.86,3.1,0.0
20230217:1610,11.9,26.25,5.32,12.25,2.62,0.0
20230217:1710,0.0,0.0,0.0,11.11,2.41,0.0
20230217:1810,0.0,0.0,0.0,10.11,2.28,0.0
20230217:1910,0.0,0.0,0.0,9.2,2.14,0.0
20230217:2010,0.0,0.0,0.0,8.27,1.86,0.0
20230217:2110,0.0,0.0,0.0,8.29,1.52,0.0
20230217:2210,0.0,0.0,0.0,8.6,1.31,0.0
20230217:2310,0.0,0.0,0.0,7.75,1.38,0.0
20230218:0010,0.0,0.0,0.0,6.52,1.59,0.0
20230218:0110,0.0,0.0,0.0,5.59,1.66,0.0
20230218:0210,0.0,0.0,0.0,4.87,1.66,0.0
20230218:0310,0.0,0.0,0.0,4.54,1.66,0.0
20230218:0410,0.0,0.0,0.0,4.21,1.59,0.0
20230218:0510,0.0,0.0,0.0,3.88,1.66,0.0
20230218:0610,0.0,0.0,0.0,3.59,1.66,0.0
20230218:0710,208.93,260.92,10.97,5.03,1.52,0.0
20230218:0810,421.65,504.09,20.38,8.17,1.31,0.0
20230218:0910,586.94,714.11,28.24,10.3,1.45,0.0
20230218:1010,698.14,869.36,33.82,11.26,1.38,0.0
20230218:1110,733.17,924.25,36.37,12.2,1.38,0.0
20230218:1210,367.65,447.49,35.44,12.5,1.59,0.0
20230218:1310,633.4,779.56,31.19,12.85,2.0,0.0
20230218:1410,483.98,585.77,24.3,12.78,2.28,0.0
20230218:1510,273.83,337.52,15.54,12.48,2.41,0.0
20230218:1610,12.54,27.15,5.56,12.09,2.07,0.0
20230218:1710,0.0,0.0,0.0,11.57,1.72,0.0
20230218:1810,0.0,0.0,0.0,11.12,1.24,0.0
20230218:1910,0.0,0.0,0.0,11.2,0.41,0.0
20230218:2010,0.0,0.0,0.0,11.14,0.21,0.0
20230218:2110,0.0,0.0,0.0,10.79,0.55,0.0
20230218:2210,0.0,0.0,0.0,10.12,0.83,0.0
20230218:2310,0.0,0.0,0.0,9.49,0.83,0.0
20230219:0010,0.0,0.0,0.0,9.11,0.76,0.0
20230219:0110,0.0,0.0,0.0,9.19,0.62,0.0
20230219:0210,0.0,0.0,0.0,9.21,0.55,0.0
20230219:0310,0.0,0.0,0.0,9.11,0.62,0.0
20230219:0410,0.0,0.0,0.0,9.13,0.69,0.0
20230219:0510,0.0,0.0,0.0,9.0,0.76,0.0
20230219:0610,0.0,0.0,0.0,8.9,0.9,0.0
20230219:0710,47.26,71.21,11.25,8.77,0.9,0.0
20230219:0810,128.16,165.5,20.67,10.01,0.76,0.0
20230219:0910,589.2,729.41,28.56,10.94,0.62,0.0
20230219:1010,627.19,785.87,34.17,11.95,0.69,0.0
20230219:1110,234.83,291.82,36.73,12.41,0.97,0.0
20230219:1210,66.75,95.54,35.78,12.86,1.59,0.0
20230219:1310,378.78,458.78,31.51,13.0,2.28,0.0
20230219:1410,164.96,209.21,24.59,13.26,2.76,0.0
20230219:1510,54.26,80.54,15.8,13.07,2.76,0.0
20230219:1610,13.13,28.06,5.8,12.64,2.28,0.0
20230219:1710,0.0,0.0,0.0,11.97,1.66,0.0
20230219:1810,0.0,0.0,0.0,11.16,1.17,0.0
20230219:1910,0.0,0.0,0.0,11.78,0.69,0.0
20230219:2010,0.0,0.0,0.0,11.63,0.14,0.0
20230219:2110,0.0,0.0,0.0,11.35,0.55,0.0
20230219:2210,0.0,0.0,0.0,10.73,0.9,0.0
20230219:2310,0.0,0.0,0.0,9.48,1.17,0.0
20230220:0010,0.0,0.0,0.0,8.69,1.24,0.0
20230220:0110,0.0,0.0,0.0,7.82,1.31,0.0
20230220:0210,0.0,0.0,0.0,6.43,1.52,0.0
20230220:0310,0.0,0.0,0.0,5.99,1.59,0.0
20230220:0410,0.0,0.0,0.0,5.88,1.79,0.0
20230220:0510,0.0,0.0,0.0,5.85,1.93,0.0
20230220:0610,0.0,0.0,0.0,5.95,2.0,0.0
20230220:0710,172.79,219.45,11.52,7.08,1.52,0.0
20230220:0810,444.02,533.14,20.97,9.37,1.52,0.0
20230220:0910,605.23,744.46,28.88,11.37,1.24,0.0
20230220:1010,690.0,877.44,34.52,12.64,0.69,0.0
20230220:1110,710.04,911.97,37.09,13.47,0.69,0.0
20230220:1210,598.81,751.35,36.13,14.06,1.03,0.0
20230220:1310,425.95,522.15,31.84,14.34,1.59,0.0
20230220:1410,473.44,578.47,24.88,14.31,2.0,0.0
20230220:1510,309.79,384.19,16.07,14.12,2.0,0.0
20230220:1610,13.72,28.96,6.04,13.31,1.59,0.0
20230220:1710,0.0,0.0,0.0,12.33,1.45,0.0
20230220:1810,0.0,0.0,0.0,11.18,1.03,0.0
20230220:1910,0.0,0.0,0.0,11.78,0.48,0.0
20230220:2010,0.0,0.0,0.0,11.55,0.28,0.0
20230220:2110,0.0,0.0,0.0,11.13,0.9,0.0
20230220:2210,0.0,0.0,0.0,9.42,1.31,0.0
20230220:2310,0.0,0.0,0.0,8.2,1.59,0.0
20230221:0010,0.0,0.0,0.0,7.33,1.66,0.0
20230221:0110,0.0,0.0,0.0,6.75,1.66,0.0
20230221:0210,0.0,0.0,0.0,6.33,1.66,0.0
20230221:0310,0.0,0.0,0.0,5.86,1.72,0.0
20230221:0410,0.0,0.0,0.0,5.99,1.72,0.0
20230221:0510,0.0,0.0,0.0,6.6,1.86,0.0
20230221:0610,0.0,0.0,0.0,6.83,2.21,0.0
20230221:0710,60.14,86.2,11.8,7.65,2.34,0.0
20230221:0810,279.76,335.01,21.27,8.48,2.21,0.0
20230221:0910,250.55,304.05,29.21,9.86,2.0,0.0
20230221:1010,260.38,318.85,34.87,11.52,1.72,0.0
20230221:1110,221.25,275.96,37.45,13.05,1.59,0.0
20230221:1210,105.69,141.9,36.48,13.76,1.66,0.0
20230221:1310,198.59,249.98,32.16,14.0,1.86,0.0
20230221:1410,127.55,167.1,25.17,13.82,2.0,0.0
20230221:1510,55.56,82.38,16.33,13.61,1.72,0.0
20230221:1610,18.96,36.2,6.28,13.22,1.31,0.0
20230221:1710,0.0,0.0,0.0,12.75,1.03,0.0
20230221:1810,0.0,0.0,0.0,12.1,0.76,0.0
20230221:1910,0.0,0.0,0.0,11.33,1.03,0.0
20230221:2010,0.0,0.0,0.0,11.27,0.9,0.0
20230221:2110,0.0,0.0,0.0,10.43,1.1,0.0
20230221:2210,0.0,0.0,0.0,9.3,1.45,0.0
20230221:2310,0.0,0.0,0.0,8.49,1.59,0.0
20230222:0010,0.0,0.0,0.0,8.17,1.66,0.0
20230222:0110,0.0,0.0,0.0,7.88,1.72,0.0
20230222:0210,0.0,0.0,0.0,7.53,1.79,0.0
20230222:0310,0.0,0.0,0.0,7.4,1.66,0.0
20230222:0410,0.0,0.0,0.0,7.33,1.66,0.0
20230222:0510,0.0,0.0,0.0,7.06,1.72,0.0
20230222:0610,0.0,0.95,1.64,7.04,1.66,0.0
20230222:0710,31.81,52.03,12.08,8.55,1.24,0.0
20230222:0810,226.91,279.14,21.58,10.78,1.1,0.0
20230222:0910,515.5,633.54,29.55,11.93,0.83,0.0
20230222:1010,596.06,747.85,35.22,12.51,0.55,0.0
20230222:1110,402.03,499.92,37.81,13.44,0.14,0.0
20230222:1210,241.86,303.06,36.84,13.91,0.48,0.0
20230222:1310,606.97,760.61,32.49,14.44,1.17,0.0
20230222:1410,434.04,531.31,25.47,14.47,1.72,0.0
20230222:1510,262.23,326.57,16.59,14.13,1.93,0.0
20230222:1610,95.27,143.09,6.52,13.47,1.93,0.0
20230222:1710,0.0,0.0,0.0,12.35,2.0,0.0
20230222:1810,0.0,0.0,0.0,11.43,1.59,0.0
20230222:1910,0.0,0.0,0.0,11.79,0.55,0.0
20230222:2010,0.0,0.0,0.0,11.57,0.28,0.0
20230222:2110,0.0,0.0,0.0,11.2,0.07,0.0
20230222:2210,0.0,0.0,0.0,10.87,0.28,0.0
20230222:2310,0.0,0.0,0.0,10.5,0.76,0.0
20230223:0010,0.0,0.0,0.0,9.8,1.1,0.0
20230223:0110,0.0,0.0,0.0,9.12,1.17,0.0
20230223:0210,0.0,0.0,0.0,8.09,1.38,0.0
20230223:0310,0.0,0.0,0.0,7.27,1.52,0.0
20230223:0410,0.0,0.0,0.0,7.39,1.38,0.0
20230223:0510,0.0,0.0,0.0,7.19,1.45,0.0
20230223:0610,0.0,4.73,1.91,6.72,1.66,0.0
20230223:0710,216.75,272.57,12.37,7.9,1.31,0.0
20230223:0810,414.99,503.18,21.89,10.85,1.1,0.0
20230223:0910,588.1,724.84,29.88,12.18,1.24,0.0
20230223:1010,413.24,504.38,35.58,13.17,1.59,0.0
20230223:1110,253.32,313.86,38.18,13.8,2.0,0.0
20230223:1210,147.88,190.88,37.19,13.73,2.28,0.0
20230223:1310,196.52,246.79,32.81,13.43,2.07,0.0
20230223:1410,248.38,306.91,25.76,13.57,1.59,0.0
20230223:1510,108.57,145.31,16.85,13.63,1.24,0.0
20230223:1610,65.31,101.35,6.76,13.25,1.38,0.0
20230223:1710,0.0,0.0,0.0,12.53,1.31,0.0
20230223:1810,0.0,0.0,0.0,11.44,1.17,0.0
20230223:1910,0.0,0.0,0.0,10.48,1.59,0.0
20230223:2010,0.0,0.0,0.0,10.13,1.38,0.0
20230223:2110,0.0,0.0,0.0,10.25,1.1,0.0
20230223:2210,0.0,0.0,0.0,9.27,1.45,0.0
20230223:2310,0.0,0.0,0.0,8.36,1.79,0.0
20230224:0010,0.0,0.0,0.0,7.75,1.79,0.0
20230224:0110,0.0,0.0,0.0,7.31,1.86,0.0
20230224:0210,0.0,0.0,0.0,7.2,2.07,0.0
20230224:0310,0.0,0.0,0.0,7.23,2.28,0.0
20230224:0410,0.0,0.0,0.0,7.28,2.34,0.0
20230224:0510,0.0,0.0,0.0,7.2,2.14,0.0
20230224:0610,0.0,1.89,2.18,7.07,2.28,0.0
20230224:0710,104.08,138.22,12.66,8.22,2.14,0.0
20230224:0810,89.57,121.0,22.2,10.14,2.0,0.0
20230224:0910,277.37,336.81,30.22,11.66,2.48,0.0
20230224:1010,481.44,578.46,35.94,12.77,3.52,0.0
20230224:1110,388.18,468.09,38.55,13.77,4.21,0.0
20230224:1210,328.8,399.45,37.55,14.57,4.48,0.0
20230224:1310,457.55,551.86,33.14,15.12,4.55,0.0
20230224:1410,519.79,626.78,26.05,15.21,4.55,0.0
20230224:1510,151.48,195.27,17.11,15.02,4.34,0.0
20230224:1610,21.3,40.08,6.99,14.4,3.66,0.0
20230224:1710,0.0,0.0,0.0,13.29,3.45,0.0
20230224:1810,0.0,0.0,0.0,12.67,3.38,0.0
20230224:1910,0.0,0.0,0.0,12.01,3.31,0.0
20230224:2010,0.0,0.0,0.0,11.93,3.38,0.0
20230224:2110,0.0,0.0,0.0,11.64,3.59,0.0
20230224:2210,0.0,0.0,0.0,11.25,3.38,0.0
20230224:2310,0.0,0.0,0.0,11.16,3.93,0.0
20230225:0010,0.0,0.0,0.0,11.09,4.34,0.0
20230225:0110,0.0,0.0,0.0,10.94,4.41,0.0
20230225:0210,0.0,0.0,0.0,10.67,4.48,0.0
20230225:0310,0.0,0.0,0.0,10.57,4.48,0.0
20230225:0410,0.0,0.0,0.0,10.53,4.55,0.0
20230225:0510,0.0,0.0,0.0,10.54,4.55,0.0
20230225:0610,0.0,2.84,2.46,10.8,4.48,0.0
20230225:0710,24.76,43.52,12.95,11.21,3.79,0.0
20230225:0810,48.75,73.79,22.52,13.03,4.21,0.0
20230225:0910,94.4,128.65,30.56,14.88,5.03,0.0
20230225:1010,152.83,197.28,36.31,16.01,5.66,0.0
20230225:1110,114.7,153.25,38.92,16.54,6.14,0.0
20230225:1210,171.06,218.82,37.91,16.66,6.41,0.0
20230225:1310,223.19,278.38,33.46,16.35,5.86,0.0
20230225:1410,61.22,89.87,26.34,16.25,5.38,0.0
20230225:1510,24.91,44.46,17.37,15.7,4.55,0.0
20230225:1610,14.52,30.27,7.23,15.13,4.0,0.0
20230225:1710,0.0,0.0,0.0,14.4,3.31,0.0
20230225:1810,0.0,0.0,0.0,13.91,3.17,0.0
20230225:1910,0.0,0.0,0.0,13.52,4.0,0.0
20230225:2010,0.0,0.0,0.0,13.11,4.21,0.0
20230225:2110,0.0,0.0,0.0,12.71,4.07,0.0
20230225:2210,0.0,0.0,0.0,12.14,3.66,0.0
20230225:2310,0.0,0.0,0.0,11.66,3.17,0.0
20230226:0010,0.0,0.0,0.0,11.58,2.83,0.0
20230226:0110,0.0,0.0,0.0,11.15,2.28,0.0
20230226:0210,0.0,0.0,0.0,10.66,2.21,0.0
20230226:0310,0.0,0.0,0.0,10.55,2.0,0.0
20230226:0410,0.0,0.0,0.0,10.84,1.86,0.0
20230226:0510,0.0,0.0,0.0,10.94,2.07,0.0
20230226:0610,0.0,1.89,2.74,10.89,2.34,0.0
20230226:0710,105.44,141.15,13.25,11.38,3.52,0.0
20230226:0810,14.8,30.27,22.84,11.56,3.1,0.0
20230226:0910,77.55,107.84,30.91,12.3,3.38,0.0
20230226:1010,278.25,337.72,36.68,12.18,3.86,0.0
20230226:1110,211.39,261.1,39.3,12.04,4.48,0.0
20230226:1210,143.8,184.47,38.27,12.95,5.59,0.0
20230226:1310,213.09,261.88,33.79,12.24,6.28,0.0
20230226:1410,190.87,236.64,26.63,12.44,5.72,0.0
20230226:1510,113.3,148.87,17.63,12.08,5.1,0.0
20230226:1610,43.57,69.92,7.47,11.61,4.69,0.0
20230226:1710,0.0,0.0,0.0,11.17,3.38,0.0
20230226:1810,0.0,0.0,0.0,10.22,3.1,0.0
20230226:1910,0.0,0.0,0.0,9.75,3.31,0.0
20230226:2010,0.0,0.0,0.0,9.76,2.48,0.0
20230226:2110,0.0,0.0,0.0,9.8,1.52,0.0
20230226:2210,0.0,0.0,0.0,9.42,1.03,0.0
20230226:2310,0.0,0.0,0.0,8.21,1.03,0.0
20230227:0010,0.0,0.0,0.0,8.45,1.1,0.0
20230227:0110,0.0,0.0,0.0,8.21,1.66,0.0
20230227:0210,0.0,0.0,0.0,8.17,2.34,0.0
20230227:0310,0.0,0.0,0.0,7.95,2.69,0.0
20230227:0410,0.0,0.0,0.0,7.77,2.83,0.0
20230227:0510,0.0,0.0,0.0,7.62,2.9,0.0
20230227:0610,0.79,7.57,3.03,7.39,3.03,0.0
20230227:0710,208.99,260.53,13.55,8.01,2.83,0.0
20230227:0810,477.06,565.01,23.16,9.29,3.17,0.0
20230227:0910,668.97,795.91,31.26,10.27,4.21,0.0
20230227:1010,641.14,763.33,37.05,11.1,4.76,0.0
20230227:1110,741.71,897.59,39.67,12.25,4.55,0.0
20230227:1210,40.32,63.38,38.63,12.64,4.21,0.0
20230227:1310,48.9,73.79,34.12,12.38,3.79,0.0
20230227:1410,232.85,285.55,26.92,12.41,3.38,0.0
20230227:1510,290.79,355.88,17.89,12.46,3.03,0.0
20230227:1610,0.75,7.57,7.7,11.59,2.48,0.0
20230227:1710,0.0,0.0,0.0,10.78,2.55,0.0
20230227:1810,0.0,0.0,0.0,9.98,2.28,0.0
20230227:1910,0.0,0.0,0.0,9.99,2.34,0.0
20230227:2010,0.0,0.0,0.0,9.0,2.34,0.0
20230227:2110,0.0,0.0,0.0,8.2,2.34,0.0
20230227:2210,0.0,0.0,0.0,7.35,2.41,0.0
20230227:2310,0.0,0.0,0.0,6.7,2.34,0.0
20230228:0010,0.0,0.0,0.0,6.24,2.21,0.0
20230228:0110,0.0,0.0,0.0,6.03,2.21,0.0
20230228:0210,0.0,0.0,0.0,6.18,2.28,0.0
20230228:0310,0.0,0.0,0.0,6.53,2.34,0.0
20230228:0410,0.0,0.0,0.0,6.46,2.48,0.0
20230228:0510,0.0,0.0,0.0,6.35,2.69,0.0
20230228:0610,2.7,11.35,3.31,5.77,2.9,0.0
20230228:0710,144.48,183.93,13.86,7.25,2.9,0.0
20230228:0810,346.34,411.92,23.49,9.45,2.97,0.0
20230228:0910,493.28,589.39,31.61,11.61,3.31,0.0
20230228:1010,583.24,706.15,37.42,13.4,3.59,0.0
20230228:1110,178.36,226.28,40.05,14.6,3.86,0.0
20230228:1210,306.71,375.52,38.99,15.08,4.0,0.0
20230228:1310,38.31,61.49,34.45,15.06,3.86,0.0
20230228:1410,282.01,343.63,27.21,13.97,3.86,0.0
20230228:1510,16.7,33.11,18.15,13.49,4.34,0.0
20230228:1610,3.07,12.3,7.94,12.66,4.69,0.0
20230228:1710,0.0,0.0,0.0,11.78,4.62,0.0
20230228:1810,0.0,0.0,0.0,11.0,4.41,0.0
20230228:1910,0.0,0.0,0.0,9.97,5.24,0.0
20230228:2010,0.0,0.0,0.0,9.62,4.41,0.0
20230228:2110,0.0,0.0,0.0,9.05,3.66,0.0
20230228:2210,0.0,0.0,0.0,8.55,2.97,0.0
20230228:2310,0.0,0.0,0.0,8.15,2.41,0.0
20230301:0010,0.0,0.0,0.0,7.88,1.79,0.0
20230301:0110,0.0,0.0,0.0,7.48,0.76,0.0
20230301:0210,0.0,0.0,0.0,7.79,0.41,0.0
20230301:0310,0.0,0.0,0.0,7.84,0.9,0.0
20230301:0410,0.0,0.0,0.0,7.81,2.07,0.0
20230301:0510,0.0,0.0,0.0,7.54,3.17,0.0
20230301:0610,1.68,9.46,3.6,7.2,3.31,0.0
20230301:0710,59.56,85.17,14.16,7.72,3.17,0.0
20230301:0810,263.6,315.73,23.81,8.83,3.38,0.0
20230301:0910,287.72,344.3,31.96,9.77,3.79,0.0
20230301:1010,705.76,847.85,37.8,10.24,3.79,0.0
20230301:1110,303.53,365.17,40.43,10.6,3.59,0.0
20230301:1210,188.4,234.55,39.35,11.01,3.24,0.0
20230301:1310,137.31,176.64,34.78,11.61,3.03,0.0
20230301:1410,385.21,461.68,27.5,11.81,2.97,0.0
20230301:1510,10.15,23.65,18.41,11.8,3.1,0.0
20230301:1610,119.65,171.35,8.17,11.48,3.38,0.0
20230301:1710,0.0,0.0,0.0,10.6,3.31,0.0
20230301:1810,0.0,0.0,0.0,9.74,3.31,0.0
20230301:1910,0.0,0.0,0.0,10.13,3.59,0.0
20230301:2010,0.0,0.0,0.0,9.59,3.45,0.0
20230301:2110,0.0,0.0,0.0,9.08,3.24,0.0
20230301:2210,0.0,0.0,0.0,8.66,3.1,0.0
20230301:2310,0.0,0.0,0.0,8.55,3.1,0.0
20230302:0010,0.0,0.0,0.0,8.27,3.38,0.0
20230302:0110,0.0,0.0,0.0,8.18,4.0,0.0
20230302:0210,0.0,0.0,0.0,7.88,4.41,0.0
20230302:0310,0.0,0.0,0.0,7.5,4.55,0.0
20230302:0410,0.0,0.0,0.0,7.21,4.34,0.0
20230302:0510,0.0,0.0,0.0,7.35,4.34,0.0
20230302:0610,0.0,2.84,3.9,7.24,4.28,0.0
20230302:0710,7.8,19.87,14.47,8.27,3.93,0.0
20230302:0810,276.38,331.07,24.14,9.85,3.93,0.0
20230302:0910,273.94,329.7,32.32,11.42,5.38,0.0
20230302:1010,319.6,382.13,38.17,12.29,7.17,0.0
20230302:1110,351.73,419.36,40.82,12.58,7.45,0.0
20230302:1210,89.2,121.09,39.72,12.34,6.97,0.0
20230302:1310,429.39,507.98,35.11,12.39,6.62,0.0
20230302:1410,145.19,185.02,27.79,12.3,6.48,0.0
20230302:1510,205.64,253.76,18.66,11.98,6.21,0.0
20230302:1610,117.78,167.91,8.41,11.31,5.66,0.0
20230302:1710,0.0,0.0,0.0,10.7,5.45,0.0
20230302:1810,0.0,0.0,0.0,10.18,5.52,0.0
20230302:1910,0.0,0.0,0.0,9.81,5.24,0.0
20230302:2010,0.0,0.0,0.0,9.47,5.1,0.0
20230302:2110,0.0,0.0,0.0,9.17,4.76,0.0
20230302:2210,0.0,0.0,0.0,8.81,4.34,0.0
20230302:2310,0.0,0.0,0.0,8.56,3.86,0.0
20230303:0010,0.0,0.0,0.0,8.44,3.45,0.0
20230303:0110,0.0,0.0,0.0,8.18,3.17,0.0
20230303:0210,0.0,0.0,0.0,7.84,3.03,0.0
20230303:0310,0.0,0.0,0.0,7.58,3.03,0.0
20230303:0410,0.0,0.0,0.0,7.43,2.83,0.0
20230303:0510,0.0,0.0,0.0,6.89,2.83,0.0
20230303:0610,8.43,21.4,4.2,6.7,2.97,0.0
20230303:0710,267.55,328.21,14.78,7.05,2.48,0.0
20230303:0810,258.8,311.76,24.48,8.82,2.21,0.0
20230303:0910,285.75,345.79,32.68,10.72,2.28,0.0
20230303:1010,196.06,244.15,38.55,11.72,2.97,0.0
20230303:1110,504.94,610.0,41.2,12.39,2.97,0.0
20230303:1210,591.52,720.45,40.08,12.64,2.76,0.0
20230303:1310,433.5,524.49,35.44,12.6,2.34,0.0
20230303:1410,132.23,171.3,28.08,12.15,2.34,0.0
20230303:1510,299.55,366.44,18.92,11.04,1.59,0.0
